Marque,Segment,Trage,SEGMENT_MODOP,reporting+70,PVFP,PM actu,collecte,rachatsNBtotactu,DCNBtotactu,prestations
MMA Courtage,UC,50-60ans,PC,0,4109057.611541266,1011437625.105557,69388068.96003278,42683458.3226478,13123956.03276266,55807414.35541046
MMA Courtage,UC,60-70ans,PC,0,3679349.65229977,1004298493.318166,71555456.20432736,38008276.71740122,27977975.66914488,65986252.3865461
MMA Courtage,UC,70-75ans,PC,1,1161402.689127856,390880507.823429,30480176.044946,13205254.9328418,17669033.08106672,30874288.01390851
MMA Courtage,UC,75-80ans,PC,1,290346.9126720644,122287893.4713167,11596698.60039063,4350029.380495538,7667916.481933241,12017945.86242878
MMA CAP,EURO,+80ans,PC,1,17200.62971645757,113005418.3382404,17618212.65791793,4117815.633327787,13952279.36214934,18070094.99547712
MMA CAP,EURO,0-30ans,PC,0,106215.7095540939,75838599.87959166,4673661.625220531,4197112.642351433,66111.63165082388,4263224.274002257
MMA CAP,EURO,30-40ans,PC,0,88597.46844318644,64879626.81404629,3941100.456009268,3325279.426735548,166048.7295398485,3491328.156275396
MMA CAP,EURO,40-50ans,PC,0,191500.3220813805,138004109.3022524,7764898.094837225,5549706.567465983,1004860.763784735,6554567.331250719
MMA CAP,EURO,50-60ans,PC,0,490832.5434943165,363272339.1932238,22199695.2752286,13435541.24760053,6391537.830267767,19827079.0778683
MMA CAP,EURO,60-70ans,PC,0,533555.6976534994,410261712.4011829,29427484.07736161,16704928.28450279,12397838.08289904,29102766.36740183
MMA CAP,EURO,70-75ans,PC,1,136982.5741690066,102303944.1835383,9216221.26357242,4304141.442749838,4887427.190850823,9191568.633600662
MMA CAP,EURO,75-80ans,PC,1,77143.3451354855,58887523.35167286,6585309.063254979,2451159.11684518,4018881.826770367,6470040.943615546
MMA CAP,Prevoyance,0-30ans,NC,0,6817.921788277107,0.0,125381.5408707858,0.0,41752.05310997169,41752.05310997169
MMA CAP,Prevoyance,30-40ans,NC,0,26573.73905130722,0.0,471972.6995689509,0.0,157166.9089564606,157166.9089564606
MMA CAP,Prevoyance,40-50ans,NC,0,52640.26116308396,0.0,859109.660878798,0.0,286083.5170726397,286083.5170726397
MMA CAP,Prevoyance,50-60ans,NC,0,47043.9436798961,0.0,691764.8200982782,0.0,230357.6850927266,230357.6850927266
MMA CAP,Prevoyance,60-70ans,NC,0,11159.96501959299,0.0,151194.7548547512,0.0,50347.85336663214,50347.85336663214
MMA CAP,Prevoyance,70-75ans,NC,1,0.0,0.0,0.0,0.0,0.0,0.0
MMA CAP,Prevoyance,75-80ans,NC,1,0.0,0.0,0.0,0.0,0.0,0.0
MMA CAP,UC,+80ans,PC,1,-7035.74534460433,6980336.908014365,799407.4705442062,177442.0144893745,674834.0124873722,852276.0269767466
MMA CAP,UC,0-30ans,PC,0,450946.7713597253,71159286.7183663,3443012.436870554,2436059.067123042,70570.49272429738,2506629.55984734
MMA CAP,UC,30-40ans,PC,0,550258.9737082684,85675083.47795945,3932620.605397007,2488144.610558213,214474.7964564564,2702619.40701467
MMA CAP,UC,40-50ans,PC,0,804199.4174552707,149413081.0768129,7073653.349659011,3662089.744440758,1034075.019772285,4696164.764213042
MMA CAP,UC,50-60ans,PC,0,1706219.984665169,349755357.2844876,17955481.44080519,8296414.047116023,5870973.860182267,14167387.90729829
MMA CAP,UC,60-70ans,PC,0,1499320.582122403,327586960.3074109,18680602.18938743,7793938.224332415,10001526.91550317,17795465.13983559
MMA CAP,UC,70-75ans,PC,1,301022.6754854046,81098590.40334333,5506713.599738556,1886520.286160241,3833904.655105286,5720424.941265526
MMA CAP,UC,75-80ans,PC,1,77850.23472876824,37427831.96678448,3154712.358228839,889707.823786291,2454056.543584827,3343764.367371118
MMA,EURO,+80ans,GP,1,174681.5208559877,159030075.1904459,24551943.75570996,6530912.191658466,18891425.49715088,25422337.68880935
MMA,EURO,+80ans,PC,1,447538.233551958,477617636.920712,73840293.04253541,18360457.46257591,58043388.31540281,76403845.77797872
MMA,EURO,+80ans,PP,1,7005.842293244405,5920597.074038885,1084460.66193301,499950.1320831334,614791.6554774378,1114741.787560571
MMA,EURO,0-30ans,GP,0,213558.0072601845,162265532.5934099,10786314.55887824,10012245.78864205,123357.6189404855,10135603.40758254
MMA,EURO,0-30ans,PC,0,987833.1980865349,585299203.4076667,36982363.4641785,34465744.62917342,355203.6018949035,34820948.23106832
MMA,EURO,0-30ans,PP,0,6042.115090810186,4719078.482947169,614585.6080462766,621552.5334614628,2347.783685164478,623900.3171466273
MMA,EURO,30-40ans,GP,0,353817.9714397092,229278152.3603875,13349087.96495908,10622242.98244158,619957.0204922509,11242200.00293383
MMA,EURO,30-40ans,PC,0,679358.2224548658,389952883.0378958,27073436.57932923,22699357.93000472,1009173.439418601,23708531.36942331
MMA,EURO,30-40ans,PP,0,5001.172357661847,2919534.69063251,172883.97809958,126638.1123582765,9655.374198991149,136293.4865572676
MMA,EURO,40-50ans,GP,0,776862.2682535147,487428937.776287,26650590.19837983,17803165.83440986,3520137.940676917,21323303.77508677
MMA,EURO,40-50ans,PC,0,1552353.441109769,869977798.8686869,53836562.78293309,40700417.29716489,5870203.745803826,46570621.04296871
MMA,EURO,40-50ans,PP,0,53126.00664152282,32892239.48193504,2361317.55657539,1666379.162165127,230333.9194214798,1896713.081586607
MMA,EURO,50-60ans,GP,0,1335985.538171731,837095264.6396966,52166281.73808343,31941287.5605098,13982089.56061541,45923377.12112521
MMA,EURO,50-60ans,PC,0,3590201.090397623,2091193068.855498,133701721.73918,88591610.70867097,34362949.99540506,122954560.704076
MMA,EURO,50-60ans,PP,0,94297.67653053772,58642801.7661652,4737257.806304908,3195987.639131317,821769.3802185879,4017757.019349905
MMA,EURO,60-70ans,GP,0,1185860.103836628,817532471.0205343,59811804.21057831,36996468.52655997,23560658.80826042,60557127.33482039
MMA,EURO,60-70ans,PC,0,3945648.144390946,2512878065.313051,177016521.998932,105248511.2913921,75738260.77367045,180986772.0650625
MMA,EURO,60-70ans,PP,0,105355.6063825177,71208061.79457046,7207694.827532439,5634711.061171014,1680249.998112726,7314961.05928374
MMA,EURO,70-75ans,GP,1,338568.1139705693,258413623.530296,22617566.19263687,11801430.75875615,11680465.0565377,23481895.81529386
MMA,EURO,70-75ans,PC,1,957727.4045212608,650996239.1568761,53686755.25574172,26622501.82602214,29592114.6820995,56214616.50812164
MMA,EURO,70-75ans,PP,1,20340.18572583307,14364233.67263348,1787200.784507798,1360671.523427883,501694.938068238,1862366.461496121
MMA,EURO,75-80ans,GP,1,186499.3495409534,144007635.5916401,15001132.23994446,6388293.284874633,9074782.851733955,15463076.13660859
MMA,EURO,75-80ans,PC,1,555334.3648335339,393546172.7551167,40084585.90000076,16388636.38262457,25271985.99135764,41660622.37398221
MMA,EURO,75-80ans,PP,1,10147.00862565849,6956634.127713239,960161.0421045348,612602.0962795573,379555.0791243659,992157.1754039233
MMA,Prevoyance,+80ans,NC,1,0.0,0.0,0.0,0.0,0.0,0.0
MMA,Prevoyance,0-30ans,NC,0,139298.4185224974,0.0,3468817.314440455,0.0,1155116.165708672,1155116.165708672
MMA,Prevoyance,30-40ans,NC,0,328140.8810318288,0.0,9866069.531950504,0.0,3285401.154139513,3285401.154139513
MMA,Prevoyance,40-50ans,NC,0,459593.9074985214,0.0,10858937.8377922,0.0,3616026.299984805,3616026.299984805
MMA,Prevoyance,50-60ans,NC,0,226569.2610496354,0.0,4807672.694248492,0.0,1600955.007184747,1600955.007184747
MMA,Prevoyance,60-70ans,NC,0,53768.09199748939,0.0,944479.7495467232,0.0,314511.7565990589,314511.7565990589
MMA,Prevoyance,70-75ans,NC,1,1151.493322389915,0.0,36513.94542915473,0.0,12159.14382790853,12159.14382790853
MMA,Prevoyance,75-80ans,NC,1,136.9046246679483,0.0,4547.8010522882,0.0,1514.417750411971,1514.417750411971
MMA,UC,+80ans,GP,1,-2823.922223732341,8066100.827607138,1011880.151629097,229816.5597996286,864690.2068906978,1094506.766690326
MMA,UC,+80ans,PC,1,19288.32164645238,58559227.73188579,7062585.757716192,1664669.025557808,5858958.517925282,7523627.54348309
MMA,UC,+80ans,PP,1,-255.3864386372421,222894.8860825407,34278.89,13187.25950679371,24046.28931482913,37233.54882162284
MMA,UC,0-30ans,GP,0,222140.5550579569,84252533.13210675,4414932.54377233,3412993.621232181,72630.4502084734,3485624.071440654
MMA,UC,0-30ans,PC,0,2456946.597685374,533680802.7096847,29337574.13369134,24565011.65801261,347148.9230935366,24912160.58110614
MMA,UC,0-30ans,PP,0,7229.157460543719,2333413.17733042,212913.7213354185,212977.9228560221,1162.745265282278,214140.6681213044
MMA,UC,30-40ans,GP,0,404751.3470458514,139197968.7490023,6802474.293998596,3812141.116935623,365197.2347927556,4177338.351728379
MMA,UC,30-40ans,PC,0,2270710.878534583,471910359.9528438,27000018.48945431,18608479.23744073,1138557.667402379,19747036.90484311
MMA,UC,30-40ans,PP,0,14419.23803409028,4912661.503728569,296451.4317777326,168990.0000889039,14782.23912981994,183772.2392187238
MMA,UC,40-50ans,GP,0,883932.8186731122,278290097.2444132,13826147.55280727,6846445.108615189,1671182.258628003,8517627.367243191
MMA,UC,40-50ans,PC,0,4507935.049438589,965257351.1840646,54794773.44891156,33947867.7264148,5711612.378114045,39659480.10452884
MMA,UC,40-50ans,PP,0,94781.27649317928,28784810.30528214,1885239.951871202,1109071.857037771,163309.385706113,1272381.242743884
MMA,UC,50-60ans,GP,0,1110702.815807413,346447222.2547218,19489276.04468113,9080174.542628866,5232535.941309174,14312710.48393804
MMA,UC,50-60ans,PC,0,8119277.504973682,1849859270.884741,111754067.8301359,62897006.70809903,26672360.77608528,89569367.48418431
MMA,UC,50-60ans,PP,0,93700.98712357102,30747914.57608203,2249698.562079018,1183665.584860111,390627.7557930398,1574293.340653151
MMA,UC,60-70ans,GP,0,891773.7585822666,261547161.2332402,15798523.4717626,8031438.382535634,7503382.482745618,15534820.86528125
MMA,UC,60-70ans,PC,0,7385655.052539315,1863598756.612967,120197626.0161999,59006363.53163153,54129541.1899403,113135904.7215718
MMA,UC,60-70ans,PP,0,98767.74731013732,31284695.57434496,2681969.557220039,1824524.914474722,759658.3423244716,2584183.256799193
MMA,UC,70-75ans,GP,1,189906.184616207,71367772.17668569,5128992.966471118,2106033.871212797,3313409.155548103,5419443.026760899
MMA,UC,70-75ans,PC,1,1952529.890060987,610459448.2066696,45348749.58866227,18341632.74529279,28110632.09172315,46452264.83701593
MMA,UC,70-75ans,PP,1,11920.77229381481,4580103.077562249,438510.2872051167,284525.782774569,184648.5141047333,469174.2968793022
MMA,UC,75-80ans,GP,1,40771.52151556484,23313777.20559645,2021553.048968124,698413.6150830566,1473663.212120922,2172076.827203978
MMA,UC,75-80ans,PC,1,528731.2853874172,226515650.6254543,20342278.52999784,6794570.120968464,14582279.16786915,21376849.28883762
MMA,UC,75-80ans,PP,1,3022.357939825313,1787475.003824396,188521.7860265774,103940.9160998004,99478.60329262023,203419.5193924207
MAAF,EURO,+80ans,Ex PC,1,21956.26053934887,22921391.66222709,2497160.46622209,532940.7607413898,2056258.022134027,2589198.782875416
MAAF,EURO,+80ans,GP,1,81038.74142541233,88617913.20378612,10379074.78048312,2884703.380878111,7974396.057370438,10859099.43824855
MAAF,EURO,+80ans,PC,1,341281.8274705292,345263347.1139136,39487562.34637877,8098815.371866561,33238824.70458709,41337640.07645366
MAAF,EURO,+80ans,PP,1,3488.831544195177,3410160.03997878,373673.8474881302,110489.9966709929,277931.4776046064,388421.4742755993
MAAF,EURO,0-30ans,Ex PC,0,13983.18879740636,9966081.320227632,741228.7692888044,661857.3947877806,15120.22756134175,676977.6223491223
MAAF,EURO,0-30ans,GP,0,379350.2078964635,380916733.4110478,21561303.02209761,16893428.95393261,273816.6619538197,17167245.61588643
MAAF,EURO,0-30ans,NC,0,0.0,0.0,0.0,0.0,0.0,0.0
MAAF,EURO,0-30ans,PC,0,318576.5651982396,194866287.8055951,9797204.886175033,8193197.64908718,209745.0981386482,8402942.747225828
MAAF,EURO,0-30ans,PP,0,49641.56122029855,40028456.05053019,2540467.564580198,2224262.065766931,35571.34200259073,2259833.407769521
MAAF,EURO,30-40ans,Ex PC,0,11834.14931206414,8134438.117377709,607671.3646498913,535078.3504081536,22746.66849216148,557825.018900315
MAAF,EURO,30-40ans,GP,0,396152.6793594034,301353783.3330806,20103010.82360911,15536460.22481134,984831.2143991091,16521291.43921045
MAAF,EURO,30-40ans,PC,0,187828.5827467055,112715658.0366261,6057931.598703354,4961701.480349007,306648.4113618582,5268349.891710865
MAAF,EURO,30-40ans,PP,0,109708.5599629395,66120136.40236982,4073586.927908921,2883733.248756775,233213.6227967865,3116946.871553561
MAAF,EURO,40-50ans,Ex PC,0,22894.47337691083,14394078.75555968,846124.2057110225,675543.5126419332,89746.23215643839,765289.7447983716
MAAF,EURO,40-50ans,GP,0,745164.485157507,496887854.5971367,33434060.25283743,24011110.84207312,3642110.301446581,27653221.14351971
MAAF,EURO,40-50ans,PC,0,596002.9492518841,331843672.8390006,17324341.24400065,12079194.46679742,2439047.651555274,14518242.11835269
MAAF,EURO,40-50ans,PP,0,298943.298274426,163178867.9466529,10385468.49957447,6566816.220435723,1250861.004374966,7817677.22481069
MAAF,EURO,50-60ans,Ex PC,0,33958.70349219619,22321654.3440172,1470405.02295664,1055472.179883091,355524.9573322987,1410997.137215389
MAAF,EURO,50-60ans,GP,0,1197637.564851034,819362658.2082152,53978611.45878009,34382911.29836684,13504147.62088489,47887058.91925173
MAAF,EURO,50-60ans,PC,0,1658732.575523699,955521638.2755336,50974335.93301047,29380996.16921997,16193137.35308585,45574133.52230582
MAAF,EURO,50-60ans,PP,0,572561.6268568094,319221767.6042958,20557214.12107368,11374620.49605858,5549742.300688431,16924362.79674701
MAAF,EURO,60-70ans,Ex PC,0,41798.21456996168,31327814.80784822,2049688.076883006,1191998.477388064,924928.7641779351,2116927.241566
MAAF,EURO,60-70ans,GP,0,815968.8788229016,662801337.3031578,44604567.39230059,26164767.70393083,18886172.88139256,45050940.58532339
MAAF,EURO,60-70ans,NC,0,0.0,0.0,0.0,0.0,0.0,0.0
MAAF,EURO,60-70ans,PC,0,2016204.809853164,1398558509.306201,81001443.50472413,41323371.16436923,41704356.58318856,83027727.74755779
MAAF,EURO,60-70ans,PP,0,461016.0310439123,324544554.0020836,20597542.67940144,11247415.74883563,9383522.384358957,20630938.13319459
MAAF,EURO,70-75ans,Ex PC,1,17399.70635223919,14874810.33497942,1156137.413506079,627466.6785046387,579933.9821548023,1207400.660659441
